,Date,BikeCount,Temperature
0,01/01/2018,4290,-1.2833333333333332
1,01/02/2018,5377,-3.866666666666667
2,01/03/2018,5132,0.4500000000000001
3,01/04/2018,17388,15.18333333333333
4,01/05/2018,26820,20.341666666666665
5,01/06/2018,31928,23.708333333333332
6,01/07/2018,3231,22.024999999999995
7,01/08/2018,20712,33.42916666666666
8,01/09/2018,26010,25.454166666666666
9,01/10/2018,27909,15.4375
10,01/11/2018,22964,8.345833333333335
11,01/12/2017,9539,-2.454166666666666
12,02/01/2018,6446,-1.4916666666666665
13,02/02/2018,5954,-2.6458333333333335
14,02/03/2018,8433,-1.1458333333333337
15,02/04/2018,21585,18.216666666666665
16,02/05/2018,7448,16.070833333333333
17,02/06/2018,30693,23.5125
18,02/07/2018,5240,22.4375
19,02/08/2018,20693,33.74166666666667
20,02/09/2018,26881,24.987500000000008
21,02/10/2018,0,15.783333333333337
22,02/11/2018,24077,10.504166666666668
23,02/12/2017,8523,1.3250000000000002
24,03/01/2018,6512,-4.479166666666667
25,03/02/2018,3290,-6.616666666666666
26,03/03/2018,12191,7.179166666666667
27,03/04/2018,21015,17.958333333333332
28,03/05/2018,21027,11.016666666666666
29,03/06/2018,29761,23.712500000000002
30,03/07/2018,29293,27.11666666666666
31,03/08/2018,20794,33.212500000000006
32,03/09/2018,10802,23.604166666666668
33,03/10/2018,30349,17.24166666666667
34,03/11/2018,0,11.258333333333333
35,03/12/2017,7222,4.875
36,04/01/2018,6453,-4.8
37,04/02/2018,2487,-9.520833333333334
38,04/03/2018,4688,9.83333333333333
39,04/04/2018,19995,13.737500000000002
40,04/05/2018,26670,13.8375
41,04/06/2018,33257,22.88333333333333
42,04/07/2018,31781,27.46250000000001
43,04/08/2018,18363,31.19583333333334
44,04/09/2018,29529,23.254166666666674
45,04/10/2018,0,18.895833333333336
46,04/11/2018,20471,11.666666666666666
47,04/12/2017,8729,-0.30416666666666675
48,05/01/2018,6967,-2.9124999999999996
49,05/02/2018,3932,-9.4
50,05/03/2018,8597,6.0375000000000005
51,05/04/2018,2596,7.795833333333332
52,05/05/2018,25353,17.729166666666668
53,05/06/2018,33424,23.566666666666666
54,05/07/2018,28182,25.391666666666666
55,05/08/2018,17415,29.83333333333333
56,05/09/2018,31114,23.837500000000002
57,05/10/2018,4522,17.095833333333335
58,05/11/2018,23472,11.862499999999999
59,05/12/2017,8307,-4.458333333333333
60,06/01/2018,5180,-2.754166666666667
61,06/02/2018,3988,-10.008333333333335
62,06/03/2018,12003,4.2875
63,06/04/2018,11520,6.304166666666668
64,06/05/2018,14556,16.916666666666664
65,06/06/2018,30498,23.091666666666665
66,06/07/2018,33676,24.0625
67,06/08/2018,19171,30.724999999999998
68,06/09/2018,27838,24.249999999999996
69,06/10/2018,16037,18.02083333333333
70,06/11/2018,0,12.137500000000001
71,06/12/2017,6669,0.04583333333333347
72,07/01/2018,4714,-1.2083333333333333
73,07/02/2018,4697,-8.325000000000001
74,07/03/2018,11170,6.191666666666666
75,07/04/2018,11159,4.208333333333333
76,07/05/2018,28140,18.99166666666667
77,07/06/2018,32002,22.295833333333334
78,07/07/2018,31076,23.762500000000003
79,07/08/2018,23806,30.516666666666662
80,07/09/2018,30381,22.158333333333335
81,07/10/2018,27614,16.762499999999996
82,07/11/2018,16525,12.779166666666667
83,07/12/2017,8549,1.0916666666666668
84,08/01/2018,5711,1.4208333333333334
85,08/02/2018,5613,-4.5874999999999995
86,08/03/2018,7711,4.729166666666667
87,08/04/2018,6666,3.8125
88,08/05/2018,26429,17.75833333333333
89,08/06/2018,35103,21.741666666666664
90,08/07/2018,30080,23.004166666666666
91,08/08/2018,23880,30.920833333333338
92,08/09/2018,29813,21.691666666666666
93,08/10/2018,29362,14.720833333333331
94,08/11/2018,1721,11.7125
95,08/12/2017,8032,-3.8249999999999997
96,09/01/2018,5500,-3.8708333333333336
97,09/02/2018,6268,-0.05416666666666633
98,09/03/2018,11642,4.604166666666667
99,09/04/2018,19082,7.479166666666665
100,09/05/2018,28895,15.45833333333333
101,09/06/2018,25911,23.683333333333337
102,09/07/2018,6191,21.020833333333332
103,09/08/2018,21644,28.966666666666665
104,09/09/2018,28354,21.958333333333332
105,09/10/2018,0,15.000000000000002
106,09/11/2018,0,12.029166666666667
107,09/12/2017,7233,-0.8458333333333337
108,10/01/2018,4161,-7.033333333333332
109,10/02/2018,4425,0.12083333333333324
110,10/03/2018,11064,4.354166666666667
111,10/04/2018,16696,14.654166666666669
112,10/05/2018,0,15.470833333333337
113,10/06/2018,29342,21.30416666666667
114,10/07/2018,20641,23.341666666666665
115,10/08/2018,23833,30.579166666666662
116,10/09/2018,30781,22.945833333333336
117,10/10/2018,24410,12.8125
118,10/11/2018,18473,12.108333333333334
119,10/12/2017,3453,1.191666666666667
120,11/01/2018,4017,-10.766666666666667
121,11/02/2018,2850,-5.987500000000001
122,11/03/2018,11843,6.6125
123,11/04/2018,0,12.866666666666665
124,11/05/2018,26649,15.812499999999998
125,11/06/2018,24832,20.558333333333326
126,11/07/2018,24135,26.620833333333326
127,11/08/2018,20009,31.08333333333333
128,11/09/2018,31694,21.566666666666666
129,11/10/2018,24526,9.683333333333334
130,11/11/2018,13138,8.395833333333334
131,11/12/2017,5848,-6.266666666666666
132,12/01/2018,4111,-10.695833333333333
133,12/02/2018,4813,-5.987500000000001
134,12/03/2018,13339,7.7875000000000005
135,12/04/2018,22729,13.029166666666667
136,12/05/2018,3034,14.220833333333337
137,12/06/2018,34544,21.179166666666667
138,12/07/2018,29428,26.774999999999995
139,12/08/2018,17498,30.691666666666666
140,12/09/2018,31809,22.52916666666667
141,12/10/2018,26237,10.8125
142,12/11/2018,21003,8.033333333333333
143,12/12/2017,5496,-9.466666666666667
144,13/01/2018,3503,-4.558333333333333
145,13/02/2018,6267,-1.3333333333333337
146,13/03/2018,15963,11.649999999999999
147,13/04/2018,23240,14.291666666666664
148,13/05/2018,25913,15.950000000000001
149,13/06/2018,36149,21.975000000000005
150,13/07/2018,30088,27.16666666666667
151,13/08/2018,22827,30.270833333333332
152,13/09/2018,30991,23.441666666666663
153,13/10/2018,25542,12.395833333333336
154,13/11/2018,21992,8.762500000000001
155,13/12/2017,6019,-8.616666666666665
156,14/01/2018,4225,0.020833333333333703
157,14/02/2018,6771,3.595833333333333
158,14/03/2018,19180,16.775
159,14/04/2018,6980,9.587500000000002
160,14/05/2018,27793,17.741666666666667
161,14/06/2018,23818,21.654166666666672
162,14/07/2018,25814,27.912500000000005
163,14/08/2018,23836,31.499999999999996
164,14/09/2018,28199,23.462500000000002
165,14/10/2018,24349,12.99583333333333
166,14/11/2018,22707,9.695833333333335
167,14/12/2017,6398,-6.8708333333333345
168,15/01/2018,6334,4.708333333333335
169,15/02/2018,3484,-0.4500000000000002
170,15/03/2018,6227,12.999999999999998
171,15/04/2018,10207,9.4125
172,15/05/2018,28478,22.6875
173,15/06/2018,33492,21.85833333333333
174,15/07/2018,22790,28.26666666666667
175,15/08/2018,18565,31.549999999999997
176,15/09/2018,25079,23.212499999999995
